trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
30,False,"{'a': 0.06, 'e': 1.499519538478809}",25,0,-141.5750670910041,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
31,False,"{'a': 0.06, 'e': 1.4994880436891753}",30,0,-109.68293730878005,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
32,False,"{'a': 0.06, 'e': 1.4994555494115813}",20,0,-215.37093602392352,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 4}",0
33,False,"{'a': 0.06, 'e': 1.4994220556785212}",25,0,-192.9960950643507,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
34,False,"{'a': 0.06, 'e': 1.4993875625234887}",20,0,-115.27178814013479,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
35,False,"{'a': 0.06, 'e': 1.4993520699809768}",30,0,-175.15977621168827,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
36,False,"{'a': 0.06, 'e': 1.4993155780864782}",25,0,-65.19429284968244,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
37,False,"{'a': 0.06, 'e': 1.499278086876485}",25,0,-156.02619370412395,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
38,False,"{'a': 0.06, 'e': 1.4992395963884881}",20,0,-180.0958478143562,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
39,False,"{'a': 0.06, 'e': 1.499200106660978}",25,10,-25.672708693519375,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
40,False,"{'a': 0.06, 'e': 1.4991596177334445}",20,0,-63.77149834667807,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
41,False,"{'a': 0.06, 'e': 1.4991181296463765}",25,0,-68.12915947956245,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
42,False,"{'a': 0.06, 'e': 1.4990756424412623}",35,0,-105.82952490423949,"{0: 24, 1: 3, 2: 6, 3: 1, 4: 1}",0
43,False,"{'a': 0.06, 'e': 1.4990321561605888}",25,0,-63.31903578609376,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
44,False,"{'a': 0.06, 'e': 1.4989876708478425}",25,0,-234.10318366097178,"{0: 10, 1: 3, 2: 7, 3: 2, 4: 3}",0
45,False,"{'a': 0.06, 'e': 1.4989421865475085}",20,0,-77.12980291155432,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
46,False,"{'a': 0.06, 'e': 1.4988957033050712}",20,0,-202.81205457331282,"{0: 9, 1: 1, 2: 5, 3: 2, 4: 3}",0
47,False,"{'a': 0.06, 'e': 1.4988482211670138}",25,0,-74.03235971972317,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
48,False,"{'a': 0.06, 'e': 1.4987997401808184}",25,9,-66.91511019463007,"{0: 10, 1: 4, 2: 0, 3: 1, 4: 1}",1
49,False,"{'a': 0.06, 'e': 1.4987502603949663}",30,0,-72.33681832819356,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
50,False,"{'a': 0.06, 'e': 1.498699781858937}",30,0,-229.18892535373686,"{0: 15, 1: 5, 2: 4, 3: 3, 4: 3}",0
51,False,"{'a': 0.06, 'e': 1.4986483046232089}",25,0,-117.43557087299038,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
52,False,"{'a': 0.06, 'e': 1.4985958287392593}",25,0,-150.83548827555373,"{0: 13, 1: 3, 2: 5, 3: 3, 4: 1}",0
53,False,"{'a': 0.06, 'e': 1.4985423542595644}",20,0,-47.656768879840705,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
54,False,"{'a': 0.06, 'e': 1.4984878812375984}",25,0,-58.546224286338536,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
55,False,"{'a': 0.06, 'e': 1.4984324097278345}",30,0,-119.55808696647648,"{0: 16, 1: 5, 2: 7, 3: 2, 4: 0}",0
56,False,"{'a': 0.06, 'e': 1.4983759397857437}",20,0,-155.5567080419143,"{0: 7, 1: 2, 2: 9, 3: 1, 4: 1}",0
57,False,"{'a': 0.06, 'e': 1.4983184714677966}",20,0,-191.92907759586382,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
58,False,"{'a': 0.06, 'e': 1.4982600048314612}",20,0,-136.11316862533025,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
59,False,"{'a': 0.06, 'e': 1.4982005399352043}",25,0,-135.01364913422165,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
60,False,"{'a': 0.06, 'e': 1.4981400768384905}",30,0,-143.96021487699602,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
61,False,"{'a': 0.06, 'e': 1.498078615601783}",35,0,-250.5211305029395,"{0: 20, 1: 2, 2: 8, 3: 1, 4: 4}",0
62,False,"{'a': 0.06, 'e': 1.498016156286543}",25,13,-99.03166739334996,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 2}",1
63,False,"{'a': 0.06, 'e': 1.4979526989552299}",20,0,-101.20924797928998,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
64,False,"{'a': 0.06, 'e': 1.497888243671301}",25,0,-127.63774069045174,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
65,False,"{'a': 0.06, 'e': 1.4978227904992116}",25,0,-42.877038689794375,"{0: 19, 1: 5, 2: 0, 3: 0, 4: 1}",0
66,False,"{'a': 0.06, 'e': 1.4977563395044151}",20,0,-170.41523800703877,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
67,False,"{'a': 0.06, 'e': 1.497688890753362}",20,0,-124.14316912432638,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
68,False,"{'a': 0.06, 'e': 1.4976204443135015}",20,0,-134.8161615299268,"{0: 7, 1: 4, 2: 8, 3: 0, 4: 1}",0
69,False,"{'a': 0.06, 'e': 1.4975510002532797}",20,0,-41.8262644163721,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
70,False,"{'a': 0.06, 'e': 1.4974805586421405}",30,0,-235.90515800872075,"{0: 14, 1: 4, 2: 7, 3: 2, 4: 3}",0
71,False,"{'a': 0.06, 'e': 1.4974091195505261}",25,1,-26.40865645441252,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 0}",1
72,False,"{'a': 0.06, 'e': 1.497336683049875}",25,0,-128.86911482057758,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
73,False,"{'a': 0.06, 'e': 1.4972632492126245}",25,0,-135.68937437300065,"{0: 10, 1: 6, 2: 8, 3: 0, 4: 1}",0
74,False,"{'a': 0.06, 'e': 1.4971888181122075}",30,0,-117.42891877115542,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
75,False,"{'a': 0.06, 'e': 1.4971133898230555}",30,0,-130.3612191578235,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
76,False,"{'a': 0.06, 'e': 1.4970369644205967}",25,0,-132.76147070789608,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
77,False,"{'a': 0.06, 'e': 1.4969595419812567}",25,0,-149.10766443795808,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
78,False,"{'a': 0.06, 'e': 1.4968811225824579}",25,0,-89.97734386166348,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
79,False,"{'a': 0.06, 'e': 1.4968017063026196}",25,0,-120.27949524187964,"{0: 12, 1: 5, 2: 7, 3: 0, 4: 1}",0
80,False,"{'a': 0.06, 'e': 1.4967212932211575}",25,0,-121.78522446047906,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
81,False,"{'a': 0.06, 'e': 1.496639883418486}",20,11,-12.626203337511543,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.06, 'e': 1.4965574769760137}",30,0,-179.29493232430838,"{0: 20, 1: 0, 2: 6, 3: 1, 4: 3}",0
83,False,"{'a': 0.06, 'e': 1.4964740739761475}",30,0,-73.64271920931282,"{0: 17, 1: 7, 2: 6, 3: 0, 4: 0}",0
84,False,"{'a': 0.06, 'e': 1.4963896745022904}",20,5,-77.94820118204228,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 1}",1
85,False,"{'a': 0.06, 'e': 1.496304278638842}",20,0,-48.47122566826657,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
86,False,"{'a': 0.06, 'e': 1.496217886471198}",20,3,-98.53865058031272,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 2}",1
87,False,"{'a': 0.06, 'e': 1.4961304980857502}",25,0,-207.92968334929407,"{0: 13, 1: 2, 2: 5, 3: 2, 4: 3}",0
88,False,"{'a': 0.06, 'e': 1.4960421135698874}",25,0,-79.64120458203934,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
89,False,"{'a': 0.06, 'e': 1.4959527330119942}",30,0,-114.26969658996735,"{0: 22, 1: 1, 2: 3, 3: 3, 4: 1}",0
90,False,"{'a': 0.06, 'e': 1.4958623565014508}",20,0,-117.24719540941098,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
91,False,"{'a': 0.06, 'e': 1.4957709841286342}",30,0,-133.56643542378893,"{0: 21, 1: 3, 2: 2, 3: 2, 4: 2}",0
92,False,"{'a': 0.06, 'e': 1.4956786159849162}",20,0,-89.6115519647314,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
93,False,"{'a': 0.06, 'e': 1.4955852521626654}",30,0,-129.80614688342828,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
94,False,"{'a': 0.06, 'e': 1.4954908927552453}",30,0,-141.5570922704033,"{0: 19, 1: 2, 2: 5, 3: 3, 4: 1}",0
95,False,"{'a': 0.06, 'e': 1.4953955378570152}",20,0,-75.8966162709898,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
96,False,"{'a': 0.06, 'e': 1.4952991875633304}",20,0,-156.37390731264972,"{0: 8, 1: 5, 2: 4, 3: 1, 4: 2}",0
97,False,"{'a': 0.06, 'e': 1.495201841970541}",20,0,-53.26797932328707,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
98,False,"{'a': 0.06, 'e': 1.4951035011759926}",30,0,-153.7001648714662,"{0: 15, 1: 4, 2: 8, 3: 2, 4: 1}",0
99,False,"{'a': 0.06, 'e': 1.4950041652780257}",20,0,-120.68920856856998,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
100,False,"{'a': 0.06, 'e': 1.4949038343759766}",20,0,-113.07248025996057,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
101,False,"{'a': 0.06, 'e': 1.4948025085701762}",20,13,4.37712697897963,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.06, 'e': 1.49470018796195}",20,0,-76.7485390844182,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
103,False,"{'a': 0.06, 'e': 1.4945968726536185}",20,0,-80.953200364327,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
104,False,"{'a': 0.06, 'e': 1.4944925627484973}",25,0,-154.71430486281412,"{0: 14, 1: 2, 2: 4, 3: 4, 4: 1}",0
105,False,"{'a': 0.06, 'e': 1.4943872583508964}",25,0,-143.69906100263762,"{0: 12, 1: 3, 2: 8, 3: 1, 4: 1}",0
106,False,"{'a': 0.06, 'e': 1.4942809595661202}",20,0,-179.71693177303982,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
107,False,"{'a': 0.06, 'e': 1.4941736665004668}",25,3,-7.519974050021547,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
108,False,"{'a': 0.06, 'e': 1.49406537926123}",20,0,-148.60408041554584,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
109,False,"{'a': 0.06, 'e': 1.4939560979566968}",20,0,-107.47980852922446,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
110,False,"{'a': 0.06, 'e': 1.4938458226961484}",20,8,-91.53642746840649,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 2}",1
111,False,"{'a': 0.06, 'e': 1.4937345535898603}",30,1,-157.84278080985368,"{0: 18, 1: 2, 2: 5, 3: 2, 4: 2}",1
112,False,"{'a': 0.06, 'e': 1.4936222907491012}",20,0,-98.93328510496855,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
113,False,"{'a': 0.06, 'e': 1.4935090342861344}",25,0,-113.17183260024883,"{0: 14, 1: 1, 2: 8, 3: 2, 4: 0}",0
114,False,"{'a': 0.06, 'e': 1.4933947843142157}",25,0,-148.78641889242093,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
115,False,"{'a': 0.06, 'e': 1.4932795409475959}",30,0,-136.91437566322855,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
116,False,"{'a': 0.06, 'e': 1.4931633043015178}",25,5,-47.51872850109705,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",1
117,False,"{'a': 0.06, 'e': 1.493046074492218}",30,0,-71.50137444850377,"{0: 18, 1: 6, 2: 6, 3: 0, 4: 0}",0
118,False,"{'a': 0.06, 'e': 1.4929278516369267}",25,0,-182.785326362955,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
119,False,"{'a': 0.06, 'e': 1.4928086358538661}",30,7,-150.5059982455234,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 3}",1
120,False,"{'a': 0.06, 'e': 1.492688427262253}",25,0,-192.64646649482228,"{0: 11, 1: 4, 2: 6, 3: 2, 4: 2}",0
121,False,"{'a': 0.06, 'e': 1.4925672259822949}",35,0,-280.85837503631944,"{0: 17, 1: 4, 2: 8, 3: 2, 4: 4}",0
122,False,"{'a': 0.06, 'e': 1.4924450321351936}",30,0,-129.49184975058284,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
123,False,"{'a': 0.06, 'e': 1.4923218458431429}",20,0,-128.94680761746994,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
124,False,"{'a': 0.06, 'e': 1.4921976672293291}",25,0,-165.66636809917142,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
125,False,"{'a': 0.06, 'e': 1.4920724964179306}",20,0,-192.65030697552965,"{0: 7, 1: 2, 2: 7, 3: 2, 4: 2}",0
126,False,"{'a': 0.06, 'e': 1.4919463335341185}",20,0,-156.73868077841462,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
127,False,"{'a': 0.06, 'e': 1.4918191787040556}",20,0,-158.00893977863905,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
128,False,"{'a': 0.06, 'e': 1.4916910320548964}",30,13,-128.42622300896753,"{0: 7, 1: 2, 2: 5, 3: 2, 4: 1}",1
129,False,"{'a': 0.06, 'e': 1.491561893714788}",35,0,-377.23953303382984,"{0: 18, 1: 2, 2: 5, 3: 3, 4: 7}",0
130,False,"{'a': 0.06, 'e': 1.4914317638128685}",20,0,-124.00963567236123,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
131,False,"{'a': 0.06, 'e': 1.4913006424792679}",25,1,-123.26879813703356,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 2}",1
132,False,"{'a': 0.06, 'e': 1.4911685298451072}",25,0,-73.34230184349417,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
133,False,"{'a': 0.06, 'e': 1.4910354260424992}",25,14,-22.871580493098758,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
134,False,"{'a': 0.06, 'e': 1.4909013312045478}",20,0,-74.73349521081369,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
135,False,"{'a': 0.06, 'e': 1.4907662454653479}",20,0,-38.128844892239734,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
136,False,"{'a': 0.06, 'e': 1.490630168959985}",20,0,-110.75640553558412,"{0: 13, 1: 0, 2: 3, 3: 3, 4: 1}",0
137,False,"{'a': 0.06, 'e': 1.4904931018245358}",30,0,-80.56595330245725,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
138,False,"{'a': 0.06, 'e': 1.4903550441960673}",20,0,-80.98641124381344,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
139,False,"{'a': 0.06, 'e': 1.4902159962126371}",25,0,-114.5518275690903,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
140,False,"{'a': 0.06, 'e': 1.4900759580132932}",20,0,-228.01682157005257,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 4}",0
141,False,"{'a': 0.06, 'e': 1.489934929738074}",20,0,-123.45970739968132,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
142,False,"{'a': 0.06, 'e': 1.4897929115280073}",30,0,-173.99559060674332,"{0: 15, 1: 3, 2: 10, 3: 0, 4: 2}",0
143,False,"{'a': 0.06, 'e': 1.4896499035251116}",25,0,-140.09558340830012,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
144,False,"{'a': 0.06, 'e': 1.4895059058723947}",30,0,-87.35264682296032,"{0: 18, 1: 7, 2: 4, 3: 0, 4: 1}",0
145,False,"{'a': 0.06, 'e': 1.4893609187138546}",25,0,-86.2381654417122,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
146,False,"{'a': 0.06, 'e': 1.489214942194478}",25,0,-91.28423077909798,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",1
147,False,"{'a': 0.06, 'e': 1.489067976460242}",20,0,-136.52137870468025,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
148,False,"{'a': 0.06, 'e': 1.4889200216581118}",25,0,-134.80185171130537,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
149,False,"{'a': 0.06, 'e': 1.4887710779360424}",35,0,-373.7539239098387,"{0: 15, 1: 2, 2: 8, 3: 5, 4: 5}",0
150,False,"{'a': 0.06, 'e': 1.4886211454429774}",25,0,-92.31194311578706,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
151,False,"{'a': 0.06, 'e': 1.4884702243288492}",20,0,-96.7997167739722,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
152,False,"{'a': 0.06, 'e': 1.4883183147445793}",20,0,-95.04982541926273,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
153,False,"{'a': 0.06, 'e': 1.4881654168420768}",20,0,-114.00918803135347,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
154,False,"{'a': 0.06, 'e': 1.4880115307742399}",30,0,-96.12910549533892,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
155,False,"{'a': 0.06, 'e': 1.4878566566949545}",20,0,-185.81702918049112,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
156,False,"{'a': 0.06, 'e': 1.4877007947590948}",25,8,-17.688642452815063,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
157,False,"{'a': 0.06, 'e': 1.4875439451225225}",30,0,-148.21648920045428,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
158,False,"{'a': 0.06, 'e': 1.4873861079420876}",25,0,-185.4461899155717,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
159,False,"{'a': 0.06, 'e': 1.4872272833756268}",20,0,-217.38333835520228,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 4}",0
160,False,"{'a': 0.06, 'e': 1.4870674715819652}",20,2,-75.19840252209437,"{0: 7, 1: 5, 2: 6, 3: 0, 4: 0}",1
161,False,"{'a': 0.06, 'e': 1.486906672720914}",30,0,-115.11882544353863,"{0: 20, 1: 3, 2: 4, 3: 2, 4: 1}",0
162,False,"{'a': 0.06, 'e': 1.4867448869532724}",25,7,-59.287249173725186,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
163,False,"{'a': 0.06, 'e': 1.4865821144408262}",25,0,-142.38006628441673,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
164,False,"{'a': 0.06, 'e': 1.4864183553463477}",25,0,-148.6661470892732,"{0: 13, 1: 6, 2: 3, 3: 1, 4: 2}",0
165,False,"{'a': 0.06, 'e': 1.4862536098335961}",30,0,-99.14932350706749,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
166,False,"{'a': 0.06, 'e': 1.4860878780673166}",25,0,-129.15693960456048,"{0: 13, 1: 7, 2: 3, 3: 0, 4: 2}",0
167,False,"{'a': 0.06, 'e': 1.4859211602132416}",20,0,-171.95886499974026,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
168,False,"{'a': 0.06, 'e': 1.485753456438088}",20,0,-100.93748045966385,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
169,False,"{'a': 0.06, 'e': 1.4855847669095608}",20,0,-31.16812536155898,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
170,False,"{'a': 0.06, 'e': 1.4854150917963485}",30,0,-150.9276561957918,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
171,False,"{'a': 0.06, 'e': 1.4852444312681263}",30,0,-146.88125878721524,"{0: 16, 1: 5, 2: 5, 3: 3, 4: 1}",0
172,False,"{'a': 0.06, 'e': 1.4850727854955552}",20,0,-147.1330203558167,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
173,False,"{'a': 0.06, 'e': 1.4849001546502807}",25,0,-112.73706135965932,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
174,False,"{'a': 0.06, 'e': 1.4847265389049333}",25,0,-150.67129813282486,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
175,False,"{'a': 0.06, 'e': 1.4845519384331296}",30,0,-81.51924449906801,"{0: 23, 1: 1, 2: 3, 3: 2, 4: 1}",0
176,False,"{'a': 0.06, 'e': 1.484376353409469}",20,0,-167.825926057929,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
177,False,"{'a': 0.06, 'e': 1.4841997840095373}",25,0,-173.07887819125494,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 3}",0
178,False,"{'a': 0.06, 'e': 1.4840222304099036}",20,0,-11.16633871255191,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
179,False,"{'a': 0.06, 'e': 1.4838436927881213}",35,0,-198.35376726701108,"{0: 18, 1: 1, 2: 14, 3: 0, 4: 2}",0
180,False,"{'a': 0.06, 'e': 1.4836641713227285}",25,0,-125.07391500243169,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
181,False,"{'a': 0.06, 'e': 1.483483666193246}",20,0,-152.43729337842115,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
182,False,"{'a': 0.06, 'e': 1.4833021775801796}",30,0,-75.57586427281466,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
183,False,"{'a': 0.06, 'e': 1.4831197056650174}",25,0,-148.81565859018139,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
